order_id,customer_id,order_date,weekday,product_id,product_name,category,brand,unit_price,quantity,line_total
ORD_000001,CUST_0243,2026-04-02,4,321,SAUGE : Masque Crème Mains et Ongles,SOIN INTENSE (Mains & Pieds),Lirene,28.26,1,28.26
ORD_000001,CUST_0243,2026-04-02,4,324,Crème Pieds Concentrée lissante,SOIN INTENSE (Mains & Pieds),Lirene,28.51,1,28.51
ORD_000001,CUST_0243,2026-04-02,4,320,MAGNOLIA : Crème Mains et Ongles,SOIN INTENSE (Mains & Pieds),Lirene,22.09,1,22.09
ORD_000001,CUST_0243,2026-04-02,4,410,Shampoing Sebu-Balance,CAPILARTE,Dermedic,39.87,1,39.87
ORD_000002,CUST_0107,2025-07-25,5,392,Shampoing Anti-Chute Anti-Pelliculaire H-STIMUCLARIS 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,42.50,1,42.50
ORD_000002,CUST_0107,2025-07-25,5,389,Sparay Anti-Chute H-STIMUFORTEN 125ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,42.42,1,42.42
ORD_000003,CUST_0035,2025-12-28,0,355,Turbodraine AGRUMES,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000004,CUST_0013,2025-07-30,3,431,Crème Anti-Rides de NUIT 2°,Clinic Way,ClinicWay,52.31,1,52.31
ORD_000004,CUST_0013,2025-07-30,3,438,Crème Anti-Rides de JOUR et de NUIT 1°+2° pour le CONTOUR DES YEUX,Clinic Way,ClinicWay,39.24,4,156.96
ORD_000005,CUST_0043,2025-07-10,4,324,Crème Pieds Concentrée lissante,SOIN INTENSE (Mains & Pieds),Lirene,28.51,2,57.02
ORD_000005,CUST_0043,2025-07-10,4,325,Masque Crème Pieds ultra adoucissant,SOIN INTENSE (Mains & Pieds),Lirene,27.13,1,27.13
ORD_000005,CUST_0043,2025-07-10,4,428,Crème Anti-Rides de JOUR 1° SPF15,Clinic Way,ClinicWay,39.05,1,39.05
ORD_000006,CUST_0158,2025-10-09,4,494,Rétention d'eau,MINCEUR,Forte Pharma,50.00,1,50.00
ORD_000006,CUST_0158,2025-10-09,4,358,Turbodraine PÊCHE,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000006,CUST_0158,2025-10-09,4,354,Xtraslim 700,MINCEUR,Forte Pharma,190.00,2,380.00
ORD_000006,CUST_0158,2025-10-09,4,357,Turbodraine FRAMBOISE,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000006,CUST_0158,2025-10-09,4,409,Sérum Antioxydant,OILAGE,Dermedic,49.76,4,199.04
ORD_000006,CUST_0158,2025-10-09,4,373,Huile de protection sèche spf 50+ Sun protect 200 ml,GAMME S - Protection solaire,Pharmaceris,30.15,1,30.15
ORD_000007,CUST_0112,2025-10-07,2,358,Turbodraine PÊCHE,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000007,CUST_0112,2025-10-07,2,354,Xtraslim 700,MINCEUR,Forte Pharma,190.00,1,190.00
ORD_000008,CUST_0089,2025-08-30,6,323,ROSE : Crème Mains et Ongles,SOIN INTENSE (Mains & Pieds),Lirene,27.88,1,27.88
ORD_000008,CUST_0089,2025-08-30,6,324,Crème Pieds Concentrée lissante,SOIN INTENSE (Mains & Pieds),Lirene,28.51,1,28.51
ORD_000009,CUST_0119,2025-11-11,2,389,Sparay Anti-Chute H-STIMUFORTEN 125ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,42.42,4,169.68
ORD_000009,CUST_0119,2025-11-11,2,384,Shampoing Cheveux Fins et Affaiblis H-KERATINEUM 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,49.18,3,147.54
ORD_000009,CUST_0119,2025-11-11,2,387,Shampoing Cuir chevelu Sensible H-SENSITONIN 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,41.07,1,41.07
ORD_000009,CUST_0119,2025-11-11,2,344,Expert Hyaluronic,BEAUTÉ,Forte Pharma,111.74,1,111.74
ORD_000009,CUST_0119,2025-11-11,2,411,Shampoing Anti-Chute et Repousse,CAPILARTE,Dermedic,38.68,1,38.68
ORD_000010,CUST_0084,2026-02-21,6,390,Après Shampoing Anti-Chute H-STIMULINUM 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,49.49,1,49.49
ORD_000010,CUST_0084,2026-02-21,6,393,Shampoing Cheveux Sec H-NUTRIMELIN 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,41.64,1,41.64
ORD_000011,CUST_0119,2026-03-02,1,439,Crème Anti-Rides de JOUR et de NUIT 3°+4° pour le CONTOUR DES YEUX,Clinic Way,ClinicWay,42.75,1,42.75
ORD_000012,CUST_0081,2025-11-06,4,385,Shampoing Anti-Pelliculaire Pellicules Grasses H-PURIN OILY 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,51.13,4,204.52
ORD_000012,CUST_0081,2025-11-06,4,383,Shampoing Normalisant Cheveux Gras H-SEBOPURIN 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,40.73,1,40.73
ORD_000012,CUST_0081,2025-11-06,4,392,Shampoing Anti-Chute Anti-Pelliculaire H-STIMUCLARIS 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,42.50,1,42.50
ORD_000012,CUST_0081,2025-11-06,4,393,Shampoing Cheveux Sec H-NUTRIMELIN 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,41.64,1,41.64
ORD_000012,CUST_0081,2025-11-06,4,384,Shampoing Cheveux Fins et Affaiblis H-KERATINEUM 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,49.18,1,49.18
ORD_000012,CUST_0081,2025-11-06,4,300,Huile Sèche SPF 50 (Sur peau humide et sèche),PROTECTION SOLAIRE,Lirene,47.18,1,47.18
ORD_000012,CUST_0081,2025-11-06,4,360,XtraSlim Coupe-Faim,MINCEUR,Forte Pharma,74.00,1,74.00
ORD_000013,CUST_0009,2025-09-16,3,504,Contour des Yeux,HYDRAIN,Dermedic,30.00,3,90.00
ORD_000013,CUST_0009,2025-09-16,3,424,Crème Hydratante SPF 15,HYDRAIN,Dermedic,29.11,1,29.11
ORD_000013,CUST_0009,2025-09-16,3,496,Crème Hydratante (Peaux Sèches & Hypersensibles),ACIDE POWER,Lirene,25.00,1,25.00
ORD_000014,CUST_0035,2025-12-05,5,447,Mirawhite Gelée,Miradent,MiraDent,19.00,1,19.00
ORD_000014,CUST_0035,2025-12-05,5,443,Brosse à dents Carebrush,Miradent,MiraDent,19.21,1,19.21
ORD_000014,CUST_0035,2025-12-05,5,494,Rétention d'eau,MINCEUR,Forte Pharma,50.00,1,50.00
ORD_000015,CUST_0011,2025-10-22,3,359,XtraSlim Capteur 3 en 1,MINCEUR,Forte Pharma,102.22,1,102.22
ORD_000015,CUST_0011,2025-10-22,3,358,Turbodraine PÊCHE,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000016,CUST_0142,2025-11-24,1,388,Shampoing Anti-Chute Anti-Cheveux Gris H-STIMUTONE 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,39.51,3,118.53
ORD_000016,CUST_0142,2025-11-24,1,393,Shampoing Cheveux Sec H-NUTRIMELIN 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,41.64,1,41.64
ORD_000016,CUST_0142,2025-11-24,1,385,Shampoing Anti-Pelliculaire Pellicules Grasses H-PURIN OILY 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,51.13,1,51.13
ORD_000016,CUST_0142,2025-11-24,1,508,Crème de Nuit,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000017,CUST_0098,2025-12-01,1,437,Crème Anti-Rides de NUIT 5°,Clinic Way,ClinicWay,44.16,1,44.16
ORD_000017,CUST_0098,2025-12-01,1,430,Crème Anti-Rides de JOUR 2° SPF20,Clinic Way,ClinicWay,44.92,1,44.92
ORD_000017,CUST_0098,2025-12-01,1,431,Crème Anti-Rides de NUIT 2°,Clinic Way,ClinicWay,52.31,3,156.93
ORD_000017,CUST_0098,2025-12-01,1,436,Crème Anti-Rides de JOUR 5° SPF 20,Clinic Way,ClinicWay,47.96,1,47.96
ORD_000017,CUST_0098,2025-12-01,1,440,Dermo- Capsules Revitalisantes,Clinic Way,ClinicWay,51.99,1,51.99
ORD_000018,CUST_0186,2026-04-20,1,354,Xtraslim 700,MINCEUR,Forte Pharma,190.00,3,570.00
ORD_000019,CUST_0059,2026-02-15,0,321,SAUGE : Masque Crème Mains et Ongles,SOIN INTENSE (Mains & Pieds),Lirene,28.26,4,113.04
ORD_000019,CUST_0059,2026-02-15,0,323,ROSE : Crème Mains et Ongles,SOIN INTENSE (Mains & Pieds),Lirene,27.88,1,27.88
ORD_000019,CUST_0059,2026-02-15,0,497,Masque sous forme de Chaussettes (Lissant),SOIN INTENSE (Mains & Pieds),Lirene,25.00,1,25.00
ORD_000019,CUST_0059,2026-02-15,0,443,Brosse à dents Carebrush,Miradent,MiraDent,19.21,2,38.42
ORD_000019,CUST_0059,2026-02-15,0,450,Mirasensitive Hap+,Miradent,MiraDent,19.66,1,19.66
ORD_000020,CUST_0155,2025-11-20,4,358,Turbodraine PÊCHE,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000020,CUST_0155,2025-11-20,4,359,XtraSlim Capteur 3 en 1,MINCEUR,Forte Pharma,102.22,2,204.44
ORD_000020,CUST_0155,2025-11-20,4,357,Turbodraine FRAMBOISE,MINCEUR,Forte Pharma,50.46,3,151.38
ORD_000020,CUST_0155,2025-11-20,4,355,Turbodraine AGRUMES,MINCEUR,Forte Pharma,50.46,3,151.38
ORD_000020,CUST_0155,2025-11-20,4,494,Rétention d'eau,MINCEUR,Forte Pharma,50.00,1,50.00
ORD_000020,CUST_0155,2025-11-20,4,327,Masque sous forme de Chaussettes (Kératose),SOIN INTENSE (Mains & Pieds),Lirene,27.78,1,27.78
ORD_000020,CUST_0155,2025-11-20,4,298,Lait Protecteur SPF50 (Au parfum de Vanille),PROTECTION SOLAIRE,Lirene,45.95,1,45.95
ORD_000020,CUST_0155,2025-11-20,4,373,Huile de protection sèche spf 50+ Sun protect 200 ml,GAMME S - Protection solaire,Pharmaceris,30.15,4,120.60
ORD_000021,CUST_0220,2026-01-30,5,359,XtraSlim Capteur 3 en 1,MINCEUR,Forte Pharma,102.22,1,102.22
ORD_000021,CUST_0220,2026-01-30,5,357,Turbodraine FRAMBOISE,MINCEUR,Forte Pharma,50.46,2,100.92
ORD_000021,CUST_0220,2026-01-30,5,356,Turbodraine ANANAS,MINCEUR,Forte Pharma,50.46,3,151.38
ORD_000021,CUST_0220,2026-01-30,5,430,Crème Anti-Rides de JOUR 2° SPF20,Clinic Way,ClinicWay,44.92,2,89.84
ORD_000022,CUST_0067,2025-08-27,3,440,Dermo- Capsules Revitalisantes,Clinic Way,ClinicWay,51.99,1,51.99
ORD_000022,CUST_0067,2025-08-27,3,441,LIFTING SERUM,Clinic Way,ClinicWay,48.13,1,48.13
ORD_000023,CUST_0097,2026-04-06,2,446,Mirawhite Shine,Miradent,MiraDent,19.22,1,19.22
ORD_000023,CUST_0097,2026-04-06,2,452,Miradont Gel,Miradent,MiraDent,18.76,1,18.76
ORD_000023,CUST_0097,2026-04-06,2,513,Crème repigmentante avec une zone réduite de taches de blanchiment pour le visage et le corps la nuit Viti-melo night 40 ml,GAMME V - Vitiligo,Pharmaceris,35.00,1,35.00
ORD_000024,CUST_0026,2026-03-14,6,504,Contour des Yeux,HYDRAIN,Dermedic,30.00,4,120.00
ORD_000024,CUST_0026,2026-03-14,6,423,Eau micellaire démaquillante (visage&yeux) - 500 ml,HYDRAIN,Dermedic,26.42,1,26.42
ORD_000024,CUST_0026,2026-03-14,6,427,Beurre Ultra Hydratant,HYDRAIN,Dermedic,32.79,1,32.79
ORD_000024,CUST_0026,2026-03-14,6,505,Peeling Enzymatique,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000024,CUST_0026,2026-03-14,6,507,Eau micellaire démaquillante (visage&yeux) - 200 ml,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000024,CUST_0026,2026-03-14,6,312,Crème Comblante (Peaux Matures),ACIDE POWER,Lirene,27.50,3,82.50
ORD_000024,CUST_0026,2026-03-14,6,340,Peeling Enzymatique,VITAMIN ENERGIE C+D,Lirene,40.80,1,40.80
ORD_000024,CUST_0026,2026-03-14,6,381,Gel lavant corps et peau régulant le processus de peeling Puri-ichtilium 250 ml,GAMME P - Psoriasis,Pharmaceris,41.73,2,83.46
ORD_000025,CUST_0169,2025-09-23,2,321,SAUGE : Masque Crème Mains et Ongles,SOIN INTENSE (Mains & Pieds),Lirene,28.26,1,28.26
ORD_000025,CUST_0169,2025-09-23,2,324,Crème Pieds Concentrée lissante,SOIN INTENSE (Mains & Pieds),Lirene,28.51,1,28.51
ORD_000025,CUST_0169,2025-09-23,2,312,Crème Comblante (Peaux Matures),ACIDE POWER,Lirene,27.50,2,55.00
ORD_000026,CUST_0208,2025-12-01,1,359,XtraSlim Capteur 3 en 1,MINCEUR,Forte Pharma,102.22,4,408.88
ORD_000027,CUST_0119,2025-08-29,5,504,Contour des Yeux,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000028,CUST_0164,2025-08-24,0,326,Des Gants pour les Mains,SOIN INTENSE (Mains & Pieds),Lirene,25.90,1,25.90
ORD_000028,CUST_0164,2025-08-24,0,324,Crème Pieds Concentrée lissante,SOIN INTENSE (Mains & Pieds),Lirene,28.51,1,28.51
ORD_000028,CUST_0164,2025-08-24,0,335,Gel Exfoliant à la Menthe,NETTOYANTS (Visage&Yeux),Lirene,23.44,1,23.44
ORD_000029,CUST_0248,2026-01-11,0,437,Crème Anti-Rides de NUIT 5°,Clinic Way,ClinicWay,44.16,1,44.16
ORD_000029,CUST_0248,2026-01-11,0,428,Crème Anti-Rides de JOUR 1° SPF15,Clinic Way,ClinicWay,39.05,1,39.05
ORD_000029,CUST_0248,2026-01-11,0,409,Sérum Antioxydant,OILAGE,Dermedic,49.76,1,49.76
ORD_000030,CUST_0046,2026-01-18,0,424,Crème Hydratante SPF 15,HYDRAIN,Dermedic,29.11,1,29.11
ORD_000030,CUST_0046,2026-01-18,0,426,Sérum hydratant,HYDRAIN,Dermedic,28.62,1,28.62
ORD_000030,CUST_0046,2026-01-18,0,501,Gel Nettoyant Crèmeux,HYDRAIN,Dermedic,30.00,3,90.00
ORD_000030,CUST_0046,2026-01-18,0,504,Contour des Yeux,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000030,CUST_0046,2026-01-18,0,425,Crème Gel Ultra-hydratante,HYDRAIN,Dermedic,39.87,4,159.48
ORD_000030,CUST_0046,2026-01-18,0,349,Vitalité 4g shots,ENERGIE,Forte Pharma,58.91,1,58.91
ORD_000030,CUST_0046,2026-01-18,0,325,Masque Crème Pieds ultra adoucissant,SOIN INTENSE (Mains & Pieds),Lirene,27.13,1,27.13
ORD_000031,CUST_0214,2025-08-20,3,387,Shampoing Cuir chevelu Sensible H-SENSITONIN 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,41.07,1,41.07
ORD_000031,CUST_0214,2025-08-20,3,390,Après Shampoing Anti-Chute H-STIMULINUM 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,49.49,1,49.49
ORD_000031,CUST_0214,2025-08-20,3,391,Shampoing Anti-Chute H-STIMUPURIN 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,41.33,1,41.33
ORD_000031,CUST_0214,2025-08-20,3,389,Sparay Anti-Chute H-STIMUFORTEN 125ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,42.42,1,42.42
ORD_000032,CUST_0209,2025-11-08,6,448,Paroguard Bain de Bouche,Miradent,MiraDent,18.57,1,18.57
ORD_000032,CUST_0209,2025-11-08,6,450,Mirasensitive Hap+,Miradent,MiraDent,19.66,3,58.98
ORD_000032,CUST_0209,2025-11-08,6,442,Brosse à dents Carebrush white,Miradent,MiraDent,18.36,1,18.36
ORD_000032,CUST_0209,2025-11-08,6,452,Miradont Gel,Miradent,MiraDent,18.76,1,18.76
ORD_000032,CUST_0209,2025-11-08,6,430,Crème Anti-Rides de JOUR 2° SPF20,Clinic Way,ClinicWay,44.92,1,44.92
ORD_000032,CUST_0209,2025-11-08,6,296,Lotion Solaire pour peau sensible SPF 50+,PROTECTION SOLAIRE,Lirene,50.48,1,50.48
ORD_000033,CUST_0245,2025-12-18,4,390,Après Shampoing Anti-Chute H-STIMULINUM 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,49.49,3,148.47
ORD_000033,CUST_0245,2025-12-18,4,393,Shampoing Cheveux Sec H-NUTRIMELIN 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,41.64,1,41.64
ORD_000034,CUST_0084,2025-05-11,0,452,Miradont Gel,Miradent,MiraDent,18.76,1,18.76
ORD_000035,CUST_0197,2025-09-02,2,448,Paroguard Bain de Bouche,Miradent,MiraDent,18.57,1,18.57
ORD_000035,CUST_0197,2025-09-02,2,450,Mirasensitive Hap+,Miradent,MiraDent,19.66,1,19.66
ORD_000035,CUST_0197,2025-09-02,2,403,Stop Boutons,NORMACNE,Dermedic,23.92,1,23.92
ORD_000036,CUST_0079,2025-10-24,5,444,Brosse à dents électrique,Miradent,MiraDent,18.41,1,18.41
ORD_000036,CUST_0079,2025-10-24,5,450,Mirasensitive Hap+,Miradent,MiraDent,19.66,4,78.64
ORD_000036,CUST_0079,2025-10-24,5,448,Paroguard Bain de Bouche,Miradent,MiraDent,18.57,1,18.57
ORD_000036,CUST_0079,2025-10-24,5,447,Mirawhite Gelée,Miradent,MiraDent,19.00,4,76.00
ORD_000036,CUST_0079,2025-10-24,5,426,Sérum hydratant,HYDRAIN,Dermedic,28.62,1,28.62
ORD_000036,CUST_0079,2025-10-24,5,427,Beurre Ultra Hydratant,HYDRAIN,Dermedic,32.79,1,32.79
ORD_000037,CUST_0148,2025-05-30,5,427,Beurre Ultra Hydratant,HYDRAIN,Dermedic,32.79,1,32.79
ORD_000037,CUST_0148,2025-05-30,5,508,Crème de Nuit,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000037,CUST_0148,2025-05-30,5,501,Gel Nettoyant Crèmeux,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000037,CUST_0148,2025-05-30,5,389,Sparay Anti-Chute H-STIMUFORTEN 125ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,42.42,1,42.42
ORD_000038,CUST_0135,2025-12-07,0,358,Turbodraine PÊCHE,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000038,CUST_0135,2025-12-07,0,359,XtraSlim Capteur 3 en 1,MINCEUR,Forte Pharma,102.22,3,306.66
ORD_000038,CUST_0135,2025-12-07,0,494,Rétention d'eau,MINCEUR,Forte Pharma,50.00,1,50.00
ORD_000038,CUST_0135,2025-12-07,0,353,Calorilight,MINCEUR,Forte Pharma,73.87,1,73.87
ORD_000038,CUST_0135,2025-12-07,0,367,Eau Tonifiante PURI-ALBUCIN II 150ml,GAMME W - Anti-Taches,Pharmaceris,34.41,1,34.41
ORD_000038,CUST_0135,2025-12-07,0,388,Shampoing Anti-Chute Anti-Cheveux Gris H-STIMUTONE 250ml,GAMME H - Cheveux et Cuir chevelu,Pharmaceris,39.51,1,39.51
ORD_000039,CUST_0134,2025-05-11,0,425,Crème Gel Ultra-hydratante,HYDRAIN,Dermedic,39.87,1,39.87
ORD_000039,CUST_0134,2025-05-11,0,507,Eau micellaire démaquillante (visage&yeux) - 200 ml,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000039,CUST_0134,2025-05-11,0,501,Gel Nettoyant Crèmeux,HYDRAIN,Dermedic,30.00,3,90.00
ORD_000039,CUST_0134,2025-05-11,0,322,CASSIS : Sérum Mains et Ongles,SOIN INTENSE (Mains & Pieds),Lirene,23.69,3,71.07
ORD_000039,CUST_0134,2025-05-11,0,357,Turbodraine FRAMBOISE,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000040,CUST_0130,2025-10-15,3,444,Brosse à dents électrique,Miradent,MiraDent,18.41,1,18.41
ORD_000041,CUST_0200,2026-02-27,5,433,Crème Anti-Rides de NUIT 3°,Clinic Way,ClinicWay,42.63,4,170.52
ORD_000041,CUST_0200,2026-02-27,5,437,Crème Anti-Rides de NUIT 5°,Clinic Way,ClinicWay,44.16,1,44.16
ORD_000042,CUST_0035,2025-06-24,2,440,Dermo- Capsules Revitalisantes,Clinic Way,ClinicWay,51.99,1,51.99
ORD_000042,CUST_0035,2025-06-24,2,439,Crème Anti-Rides de JOUR et de NUIT 3°+4° pour le CONTOUR DES YEUX,Clinic Way,ClinicWay,42.75,1,42.75
